,channel,pedestal,pedestal_error,sigma,sigma_error
80,80,1670.7134409215516,0.022945774616474762,2.6752034661333175,0.017516108564871454
81,81,1710.3732547717414,0.0220991055387641,2.5783730270843366,0.016057797274008818
82,82,1667.781596493418,0.02429765161417618,2.8437246104695215,0.018136057978394012
83,83,1679.3593588013289,0.022090788369810488,2.6153718172850033,0.016290554897256913
84,84,1707.3964999812258,0.021549171583120624,2.569960408305517,0.015845722588985336
85,85,1676.5115916284387,0.01894770144044301,2.268511821133875,0.013333349518829325
86,86,1677.9014669713172,0.020444471184718514,2.4197735255554047,0.0162082225964905
87,87,1647.647369236864,0.02092346305568284,2.5534042105227646,0.015560516397534118
88,88,1675.3482831478746,0.022226087938808987,2.7173013630410137,0.01667561882866351
89,89,1669.0393546913733,0.019211188664933536,2.3294246219563766,0.015359391103497507
90,90,1675.1442426529916,0.020202891602140716,2.5082156995889955,0.014400057946237834
91,91,1658.0683379208278,0.018008248157460202,2.204748989141618,0.013498331866821797
92,92,1697.2886010829454,0.019372271981109565,2.4063265245516847,0.013824653614422769
93,93,1667.7830073059397,0.01957232822299401,2.3852920795435018,0.015746245657682584
94,94,1669.328700948485,0.016687997472616005,2.070278792416416,0.012695822262835903
95,95,1685.6469498210986,0.020283250942346676,2.5251876218817095,0.01441691964222798
96,96,1665.0,inf,3.0,inf
97,97,1678.0265442561872,0.019263025890091802,2.349330209483306,0.014940550117139661
98,98,1723.7837781290496,0.018175072458093747,2.2336508052471684,0.013857701869212901
99,99,1685.882569687373,0.018200396553735124,2.2258428574189337,0.013817645364230614
100,100,1674.4023051016795,0.018786780911472067,2.2679775349290305,0.014240552948214767
101,101,1675.3602603314812,0.016177092374212176,1.971248185556875,0.011490295125720612
102,102,1660.025430380181,0.020080404414335687,2.442311296159421,0.014666813778056443
103,103,1660.94603543047,0.02007740115304825,2.363582937854278,0.01572858947070345
104,104,1656.0697371358117,0.02038856099017711,2.4175933984581546,0.01599412627725726
105,105,1685.5776734021968,0.01912785436347423,2.3028170797875194,0.01349302244019157
106,106,1673.392361359564,0.020215517225583724,2.4372983439781746,0.014684692616881542
107,107,1702.9438598104084,0.02067363945624835,2.419110270529223,0.016313397731908545
108,108,1673.8906158422637,0.019832178450311433,2.319455440111076,0.015519457973494842
109,109,1674.0897140075374,0.01885224914673939,2.1970217305902557,0.013956030578304187
110,110,1666.1235505251218,0.016560906354422575,1.9503265406954975,0.011658793423738977
111,111,1681.9018034460814,0.022980199943015346,2.721603009444487,0.017124017002337438
112,112,1656.0,inf,2.5,inf
113,113,1671.3317355115757,0.02075350512758602,2.451832097258657,0.015042456712937701
114,114,1671.9929425755706,0.020018641774648887,2.3277636121938836,0.015400539496602588
115,115,1682.7636113392934,0.020094274150317632,2.3673304643658786,0.014112193380747772
116,116,1686.9826621522764,0.021471815271582952,2.5469623696806667,0.015398637205555867
117,117,1690.7408839241084,0.021533516967814047,2.5771053029058284,0.015806334501152017
118,118,1679.9368648905988,0.02145743522409472,2.5802638166811964,0.015623835834783141
119,119,1670.313035701028,0.017028161079086366,2.014569772567504,0.01256956453129585
120,120,1674.89683996001,0.019175093983853326,2.28120465797104,0.01456858767678707
121,121,1702.0,inf,2.5,inf
122,122,1693.2614192844724,0.02042671773231458,2.4774367368336248,0.014749440369916161
123,123,1697.9298295017045,0.02081290608258529,2.54220229381612,0.015211345826887039
124,124,1687.41235016297,0.020184987933547532,2.472938922556741,0.014605422727524844
125,125,1651.9714617088332,0.02037462052148245,2.508734359072027,0.014942529178706516
126,126,1681.6959317999183,0.015234832263151657,1.8117246132090128,0.011154491942653505
127,127,1702.9391733561774,0.018733575199761404,2.276517661244944,0.014265871568654574
