,ch,gain,gain_err,intercept,intercept_err
78,78,3.5,0.17721014141496308,0.08333333333333356,0.008332562206051119
79,79,3.3221239341533804,0.168427639334636,0.08326173802509082,0.00833243837328886
80,80,2.9791784528311456,0.13159248389949268,-0.08331179972768903,0.00833190507709273
81,81,2.7824740130468775,0.12624812306930475,0.08324923905675655,0.008331757208136701
82,82,3.0000000000000004,0.1294682320176503,-0.24999999999999964,0.024958360411910067
83,83,2.9895184795872822,0.14736235465235217,-0.08332415692680896,0.00833219018954905
84,84,2.9099172506308086,0.13206256796369606,0.08318757786855004,0.008331801910550319
85,85,3.0,0.15221657452737358,0.08333333333333356,0.0083322901141577
86,86,2.9940800391095843,0.13564758112753128,0.08334048022642991,0.00833203096805543
87,87,2.798988402244112,0.13108463656710373,0.24811421941802642,0.02495873669540291
88,88,3.028918646420378,0.14933746643336793,-0.08335865116742328,0.00833221709394894
89,89,3.0298445101630422,0.1537432718674505,0.0833095145850711,0.00833230789709832
90,90,3.175916180422315,0.15669161282568872,-0.08332645325000108,0.00833231006473415
91,91,3.0702703306095787,0.15579587063358552,0.08328714693090558,0.00833231960496404
92,92,3.0806198904759827,0.156507611024477,0.08320142044917488,0.008332255193487589
93,93,3.189472260754484,0.15736847954404007,-0.08333376094865308,0.00833231379151885
94,94,3.108323123902789,0.182546510437967,0.08328716817150247,0.00833262041583107
95,95,2.73844091719831,0.155752646579315,-0.08352036015919248,0.00833233533982181
96,96,3.0,0.17962095446391668,0.175,0.01749343249650735
97,97,2.9340846940326943,0.15148260257581908,0.17506545780991162,0.01749071124666189
98,98,3.0,0.17409238010258818,0.025,0.00249997936510856
99,99,2.897238528991288,0.1455417229509982,0.02500437999657883,0.00249997015226559
100,100,3.024343788931848,0.15599855087216724,0.1749444904594127,0.01749083026979572
101,101,2.8501153790342117,0.14744950053646982,0.1746886048346068,0.01748917352083568
102,102,2.940996916890129,0.1477361400846323,0.025001626729461667,0.0024999706505289
103,103,2.9547394939015406,0.14840502040042675,0.0250027605439902,0.00249997047698131
104,104,2.9804434167736322,0.14968439732861796,0.02500145097479748,0.00249997066088874
105,105,3.0181483658046533,0.15157332788173347,0.02499865350350287,0.00249997128906786
106,106,2.9547394939015406,0.14840502040042675,0.0250027605439902,0.00249997047698131
107,107,2.97363015449157,0.14935110609609037,0.02500135137370501,0.0024999707615236703
108,108,3.0238695039104155,0.1518656424363847,0.02499877676113902,0.00249997117203596
109,109,3.034989826618053,0.15244189514508108,0.02499740397247934,0.00249997157328828
110,110,3.018665094109747,0.15571048672078058,0.17493756066754582,0.01749086772931601
111,111,3.0181483658046533,0.15157332788173347,0.02499865350350287,0.00249997128906786
112,112,2.897238528991288,0.1455417229509982,0.02500437999657883,0.00249997015226559
113,113,2.876239338700347,0.1487644312992524,0.17461784220188312,0.01748925524315635
114,114,2.8386875046800037,0.14267135589916163,0.02499183906851371,0.0024999659865809
115,115,2.9547394939015406,0.14840502040042675,0.0250027605439902,0.00249997047698131
116,116,2.93453007448106,0.1474156674572809,0.025001529136631902,0.00249997076594142
117,117,2.9556817015092753,0.14468158695935202,-0.12492610381903846,0.01249600873448374
118,118,2.940996916890129,0.1477361400846323,0.025001626729461667,0.0024999706505289
119,119,2.8417472507420873,0.147001019156427,0.17463164114808447,0.01748925290248425
120,120,2.9346939787672492,0.15180645768335777,0.1744199932104597,0.017489563829882402
121,121,2.881436781591572,0.14907985965414738,0.17450192557233676,0.01748944704738975
122,122,3.042610832850655,0.1528060882345956,0.02499739310168353,0.0024999714944467797
123,123,2.9346939787672492,0.15180645768335777,0.1744199932104597,0.017489563829882402
124,124,3.0178614798773196,0.1558002479758391,0.17483184940504426,0.01749101863871384
125,125,3.0436213654255075,0.1569781430297486,0.17488032878018442,0.01749092740751746
126,126,3.0994680591443933,0.15979730073242532,0.17481092521048136,0.01749102099777229
127,127,2.973120671427241,0.1538382822716113,0.1742973892463017,0.01748975058850041
